repo_name,NewC,NewB,BCT,BFR,personal-pronouns,impersonal-pronouns,articles,prepositions,auxiliary-verbs,common-adverbs,conjunctions,negations,analytic-thinking,clout,authentic,tone,compose,CPP,Ruby,Python,Go,C,Java,JavaScript-like,System,CN,SP,DEV,AI,DS,GE,Mobile,ratio,size,experience,sponsor
OctoPrint,53.44444444,1.027777778,9993.101852,0.407407407,0.911032546,0.776142691,0.882374342,0.877819796,0.899541907,0.748214646,0.946459663,0.945298709,0.893476222,0.895048231,0.976685241,0.892407458,0.887041788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,62,3925.44,1
omniauth,29.5,1.722222222,15022.10301,0.570580808,0.915301012,0.747417108,0.712761592,0.866325701,0.706198847,0.823660494,0.861361517,0.890253092,0.803913194,0.907046033,0.913671929,0.816359132,0.830355804,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.018018018,111,4743.92,1
oni,49.91666667,19.33333333,28975.52774,0.563035399,0.874165198,0.779956958,0.782324503,0.802984774,0.808187293,0.835165258,0.8549981,0.976354789,0.870021859,0.91922508,0.973483735,0.852631034,0.860791549,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.048192771,83,3101.07,0
openpose,16.5,11.66666667,30001.44525,1.062118176,0.786140268,0.540233383,0.679681837,0.835293641,0.520552113,0.681976237,0.664323082,0.722994518,0.822034814,0.94185646,0.84400206,0.832684931,0.739314445,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.029850746,67,2864.19,0
openzeppelin-contracts,46.55555556,6.638888889,35025.44959,0.942087542,0.998970583,0.919587075,0.967460795,0.999661864,0.981545093,0.960666329,0.988114117,0.949967402,0.986028513,0.996016571,0.983279807,0.971436447,0.975227883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.048913043,184,3038.28,1
paper.js,136.5,1.361111111,23679.86323,0.531944444,0.800761455,0.78579712,0.980588443,0.915589313,0.860219821,0.79063865,0.996686624,0.900519279,0.9380643,0.917015588,0.96075768,0.907358242,0.896166376,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.096774194,31,4070.29,0
Parsley.js,34.63888889,5.083333333,24208.8296,0.904718661,0.915134503,0.962554713,0.906605279,0.956816533,0.930688205,0.935446059,0.996004198,0.899839702,0.994072983,0.977280554,0.980176938,0.942629687,0.94977078,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.012345679,162,3860.27,1
pcsx2,121.7222222,8.694444444,33939.27096,0.629578969,0.956286466,0.982042059,0.863204876,0.964869402,0.892927877,0.989160574,0.950964766,0.940752313,0.941292483,0.987168596,0.968911523,0.937912513,0.947957787,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13253012,83,3151.08,0
pelican,54.19444444,4.388888889,25825.78548,0.758454586,0.856007154,0.861078174,0.963347609,0.885276949,0.930169605,0.921996887,0.923956809,0.800482955,0.937137129,0.932016068,0.961306694,0.920658028,0.907786172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.029761905,168,4252.21,1
pickadate.js,18.83333333,2.388888889,32285.13102,0.802777778,0.991534168,0.866165713,0.97707973,0.943969144,0.952994269,0.907104614,0.842242568,0.943441381,0.970684514,0.968795231,0.846704293,0.900453068,0.925930724,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.015384615,65,3794.55,0
pm2,74.30555556,7.361111111,35490.69688,0.849845715,0.83401534,0.703891557,0.717770002,0.868999561,0.771504643,0.680191763,0.791519713,0.905037778,0.828155312,0.841528728,0.970641956,0.820408957,0.811138776,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.042016807,119,3760.87,1
postgraphile,29.94444444,4.333333333,32598.58006,1.185531906,0.959817413,0.862533184,0.94710247,0.957308259,0.927470625,0.876207917,0.944967865,0.994194612,0.997022631,0.995860483,0.989016894,0.969623351,0.951760475,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.042253521,71,3476.34,1
prisma1,344.6111111,35.86111111,32758.21712,0.867251515,0.854667832,0.918299389,0.871887867,0.948411587,0.820642062,0.833748365,0.893126942,0.983170849,0.925237257,0.909592285,0.955963521,0.941415871,0.904680319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.064676617,201,3154.1,1
prometheus-operator,86.5,6.333333333,33603.85269,0.79139911,0.668425772,0.548547611,0.641491561,0.692484983,0.611874979,0.618258395,0.594374528,0.830883685,0.865554309,0.932299525,0.84287514,0.828317759,0.722949021,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.043137255,255,3474.64,0
pundit,7.083333333,0.805555556,16535.82639,0.486111111,0.933251857,0.817556096,0.931642851,0.935789638,0.926676447,0.847282422,0.948107397,0.929835735,0.94046177,0.971339562,0.95451915,0.933375559,0.92248654,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.037735849,53,4184.7,1
pymc3,35.86111111,0.805555556,14557.16204,0.350694444,0.902204074,0.771690916,0.750337829,0.818405137,0.747430248,0.822263341,0.826625362,0.829634754,0.878218376,0.924706254,0.898478663,0.873883596,0.836989879,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.181818182,11,4247.64,0
python-for-android,15.38888889,0.916666667,10909.44444,0.37037037,0.81828474,0.516846437,0.484533097,0.714403972,0.532562404,0.758518129,0.660976284,0.724273216,0.726088507,0.948921008,0.809626274,0.734443991,0.702456505,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.11627907,43,4044.16,0
python-mode,18.91666667,2.055555556,18755.79182,0.549537037,0.828786857,0.942639489,0.759336609,0.790542137,0.75988346,0.853999092,0.949006166,0.746595573,0.956927949,0.948538483,0.951809434,0.94104958,0.869092902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,50,4057.64,1
raft,18.72222222,0.388888889,3340.097222,0.12037037,0.870739925,0.911392565,0.91060232,0.918335911,0.966695457,0.901633577,0.852920244,0.978679307,0.926541568,0.933150359,0.939689981,0.914794694,0.918764659,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.217391304,23,4227.57,1
rails_admin,93.58333333,8.194444444,39124.94026,0.978651007,0.965212943,0.805820402,0.859511021,0.993366447,0.844741476,0.822736799,0.92924257,0.956101034,0.921554561,0.955606252,0.964308663,0.980255153,0.91653811,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.029268293,205,4532.89,0
rclone,23.69444444,6.388888889,24160.74769,0.495908939,0.762568717,0.605409883,0.652474601,0.734645068,0.650642508,0.850977956,0.784722443,0.901926654,0.76390763,0.839925781,0.857192302,0.749138039,0.762794298,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.023809524,42,3720.9,1
react-beautiful-dnd,18.97222222,8.138888889,36375.83975,0.695577609,0.907772641,0.960054262,0.997808445,0.994146275,0.894496187,0.977924824,0.931927593,0.970938747,0.997321588,0.984058644,0.995851562,0.995369719,0.967305874,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.147058824,102,2902.77,1
react-dropzone,11.47222222,1.138888889,16544.91713,0.542592593,0.987340483,0.945374708,0.915654617,0.959615317,0.952061659,0.97312011,0.949056547,0.869423061,0.947133747,0.950952428,0.924732181,0.945822217,0.943357257,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.066666667,75,3575.19,0
react-native-firebase,97.66666667,17.36111111,34774.12151,0.922177193,0.971287326,0.617553689,0.752650156,0.76731473,0.629642699,0.713584513,0.73808482,0.842916277,0.896310301,0.959962197,0.989995653,0.921475466,0.816731486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.039772727,176,3180.8,1
react-pdf,15,3.138888889,23968.1874,0.584799383,0.878416799,0.722612636,0.897920951,0.894523031,0.778766084,0.749326955,0.812228824,0.822600646,0.907116692,0.937255864,0.900829902,0.886688581,0.849023914,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.130434783,46,2991.57,0
react-redux-starter-kit,28.13888889,3.944444444,19621.01412,0.673059965,0.877396181,0.626610183,0.736586715,0.751317931,0.756187615,0.609726514,0.664488852,0.927028302,0.823355424,0.840283948,0.902727669,0.829708385,0.77878481,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.010309278,97,3636.2,0
reactxp,30.88888889,3.055555556,28980.35675,0.710115039,0.821456118,0.909209227,0.824991417,0.934167891,0.976956905,0.974537248,0.978251624,0.859763908,0.939928608,0.957710995,0.991989839,0.94873285,0.926474719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.045045045,111,2886.41,1
redisson,69.91666667,5.388888889,29448.23439,0.907820767,0.708615331,0.626772678,0.881458008,0.859080459,0.698809577,0.74732901,0.885326306,0.774359344,0.961244998,0.941691218,0.893192246,0.903568854,0.823454002,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03030303,33,3390.52,1
redoc,47.97222222,3.777777778,33137.08553,0.866783911,0.801674423,0.888777972,0.917788373,0.936495278,0.801363123,0.915703135,0.972483305,0.96869691,0.99741401,0.957748682,0.905442795,0.960499715,0.918673977,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.052631579,57,3460.63,0
requests,93.13888889,6.472222222,31903.36339,0.934558574,0.935838204,0.80322968,0.879344829,0.903260203,0.808858274,0.81874115,0.944120729,0.94539321,0.901918042,0.966276335,0.964306778,0.917418748,0.899058848,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.015463918,194,4266.62,0
rest-client,11.83333333,0.833333333,10693.11759,0.310846561,0.967435018,0.945319939,0.852410439,0.93766684,0.874217398,0.899858419,0.906184938,0.77920568,0.99979543,0.964044934,0.895931312,0.9467734,0.914070312,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022222222,45,4921.07,0
scrapy,73.05555556,0,0,0,0.995350958,0.894164394,0.967033097,0.990777735,0.962335031,0.995287192,0.98083499,0.991547757,0.989512266,0.991194632,0.939840644,0.983845428,0.97347701,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.081081081,37,4089.73,0
Semantic-UI-React,75.08333333,14.08333333,27013.97713,0.981319436,0.827498805,0.8008693,0.768387152,0.824288259,0.765006808,0.753492046,0.763515822,0.888686702,0.870239619,0.922035883,0.919531866,0.795234877,0.824898928,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.037433155,187,3173.12,1
serve,18.88888889,0.916666667,10932.76389,0.287037037,0.779070888,0.891104412,0.842525501,0.90980767,0.905148709,0.794598651,0.947051561,0.757904308,0.836993594,0.864372835,0.87061689,0.796581915,0.849648078,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.048387097,62,3426.77,1
shelljs,8.388888889,0.361111111,6559.152778,0.111111111,0.833286972,0.95523178,0.95130382,0.951048895,0.927347414,0.847843517,0.982213797,0.839825376,0.916582067,0.995316577,0.971127003,0.900184791,0.922609334,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.107142857,28,4098.64,0
sizzle,9.888888889,0.277777778,6621.611111,0.208333333,0.738919835,0.851416408,0.943822413,0.999762559,0.779058485,0.994012694,0.807715925,0.829797312,0.941658098,0.958226722,0.966070058,0.984331655,0.899566014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.142857143,14,4608.93,0
snipe-it,27.66666667,16.47222222,28705.23718,0.96598013,0.696402578,0.695927959,0.703740504,0.791778208,0.682550416,0.619941172,0.729588975,0.593664573,0.97161628,0.813279689,0.831701372,0.875517411,0.750475761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,14,3146.07,1
Sortable,20.55555556,3.222222222,30848.10874,0.717294974,0.958509985,0.994889326,0.874915474,0.765528069,0.960971395,0.734797793,0.748447522,0.76180827,0.961410826,0.992695671,0.966761917,0.995550528,0.893023898,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.024096386,83,3574.02,0
soundnode-app,23.33333333,2.722222222,30329.98651,0.712632275,0.688926522,0.742268291,0.79203052,0.774360671,0.691581126,0.786708849,0.703663989,0.981786632,0.797055574,0.816552643,0.881351938,0.731300572,0.782298944,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.076923077,39,3188.87,0
sqlmap,94.08333333,0,0,0,0.854339673,0.683313904,0.955664132,0.868454776,0.754789163,0.749047915,0.918144321,0.998570731,0.939891035,0.955493741,0.997532021,0.917705189,0.88274555,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.086956522,23,3745.35,0
standard,33.91666667,3.527777778,29853.22095,1.015046296,0.907462036,0.900056555,0.876787432,0.927434539,0.992254007,0.826035425,0.963261977,0.926468106,0.902748409,0.890647647,0.93493242,0.895654101,0.911978555,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.069306931,101,3668.3,0
streisand,23.94444444,1.444444444,17120.34444,0.350396825,0.794914277,0.613065622,0.64556702,0.707911678,0.668288035,0.684781786,0.745063461,0.945457075,0.747868775,0.857955077,0.84473413,0.735622837,0.749269148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.11627907,43,3752.7,0
superagent,16.72222222,1.472222222,14979.83102,0.532010582,0.831292733,0.815272016,0.972543493,0.955156694,0.863001285,0.776377847,0.91692045,0.92159426,0.992128975,0.985345599,0.850980101,0.988550559,0.905763668,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.057142857,35,4332.8,0
svg.js,14.83333333,1.444444444,22629.89429,0.52010582,0.979068559,0.926902631,0.968143284,0.949625794,0.936839883,0.878235777,0.966260768,0.974898467,0.994599029,0.968265428,0.964850712,0.992285501,0.958331319,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.08,25,3705.32,1
testify,10.30555556,0.833333333,15912.10278,0.439814815,0.730106576,0.836041272,0.841166133,0.887904878,0.808139119,0.973501009,0.913378125,0.870417732,0.883336759,0.97137974,0.863899313,0.840513708,0.868315364,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.089285714,56,4084.45,1
textmate,97.16666667,0.666666667,13537.69213,0.305555556,0.940767848,0.891424747,0.849097803,0.898744508,0.855842707,0.880269735,0.833156357,0.98288051,0.935803237,0.896547826,0.939746223,0.930423267,0.902892064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.033898305,59,4404.07,1
toastr,8.722222222,1.166666667,11862.02963,0.34672619,0.873010642,0.795909221,0.983173366,0.929038799,0.945231213,0.970025146,0.997686324,0.753988523,0.988935651,0.981215035,0.996029313,0.973859603,0.932341903,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.081081081,37,3719.08,1
toxcore,104.3888889,3.444444444,24324.4745,0.731120731,0.992588762,0.970932828,0.920350796,0.933272511,0.909438759,0.949998193,0.939016544,0.82759721,0.938039131,0.946666278,0.925892943,0.904983408,0.929898114,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.013422819,149,3477.25,1
tqdm,20.55555556,3.166666667,26670.49749,0.627303792,0.921425171,0.894205236,0.946204698,0.971841668,0.917707527,0.900677833,0.913426027,0.998772345,0.964427527,0.982051808,0.957341202,0.949648852,0.943144158,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.093023256,43,3618.98,0
ts-node,10.44444444,3.805555556,27001.07884,0.926565256,0.870973152,0.705698025,0.735506522,0.932366967,0.75472266,0.747585565,0.856390487,0.965501358,0.857536695,0.84267255,0.936417168,0.854380506,0.838312638,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.045454545,44,3320.2,0
twemoji,6.027777778,0.555555556,8180.43287,0.212962963,0.938102829,0.885306735,0.908313309,0.953904528,0.948245385,0.91955106,0.88992304,0.864082674,0.969875179,0.927690189,0.966754298,0.990369992,0.930176602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,29,3723.1,1
underscore,23.91666667,3.166666667,20253.90503,0.734512787,0.981476384,0.976031272,0.985100022,0.970648483,0.940121455,0.998094207,0.947594245,0.861103708,0.995313125,0.977587057,0.939852465,0.995411539,0.96402783,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.023529412,85,4462.79,1
URI.js,12.91666667,1.194444444,19502.84175,0.531944444,0.855346116,0.972397915,0.962650341,0.999422396,0.97154315,0.933865801,0.965727172,0.949117069,0.968563217,0.972543119,0.974585121,0.989079125,0.959570045,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.037037037,27,4281.59,0
urql,47.86111111,3.861111111,19285.2231,0.636523752,0.921979841,0.885325434,0.913204134,0.909356347,0.888168414,0.853439836,0.822366228,0.912431897,0.957556479,0.987632504,0.973730196,0.951847099,0.914753201,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.14159292,113,2981.24,1
vaultwarden,38.55555556,4.861111111,32443.6492,1.019482524,0.836900247,0.722589473,0.828134749,0.901506398,0.766791939,0.758434841,0.821016776,0.973070529,0.904858174,0.907107972,0.896237443,0.871577496,0.849018837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.090909091,66,2939.24,0
vercel,76.08333333,8.861111111,24098.65332,0.675659455,0.739318889,0.607298414,0.650057979,0.743016675,0.70465912,0.786545085,0.693515239,0.916766913,0.810011762,0.829625268,0.923740235,0.744575008,0.762427549,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.154545455,110,3268.64,1
visdom,8.027777778,2.638888889,28368.11316,0.750661376,0.76011592,0.780266685,0.866132863,0.86426754,0.77061956,0.83113972,0.848596207,0.730659808,0.942591092,0.898604932,0.99143684,0.940645329,0.852089708,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.038461538,78,3084.64,1
visx,56,1.527777778,20538.37685,0.497474747,0.898016925,0.985273626,0.999056451,0.931580783,0.982618599,0.936155551,0.950910175,0.903194654,0.972322918,0.940330824,0.938377526,0.968057072,0.950491259,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.033333333,60,3120.23,1
vscode-gitlens,62.33333333,8.888888889,35034.42296,0.904871229,0.720990445,0.563792665,0.647532436,0.730456167,0.586401132,0.633023322,0.648846542,0.958352964,0.758232676,0.856108217,0.817607824,0.734861547,0.721350495,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.027027027,37,3126.11,1
vuex,24.11111111,2.194444444,22210.12183,0.769212963,0.849241489,0.988474937,0.966220092,0.978217224,0.902631836,0.950665344,0.971283846,0.852226347,0.983605033,0.963078779,0.997902867,0.959898846,0.946953887,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.038647343,207,3160.41,1
wagtail,188.5833333,19.27777778,38608.9241,0.815415394,0.975542858,0.92923329,0.995804751,0.960753335,0.965947302,0.977088539,0.995171267,0.902259304,0.999365691,0.9946521,0.992860751,0.995443378,0.973676881,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.042857143,140,3727.09,1
webpy,9.916666667,0.527777778,8523.486111,0.136574074,0.9126045,0.758526133,0.98185716,0.940743635,0.992623988,0.831963051,0.894852558,0.869877938,0.922746872,0.986073851,0.998186237,0.886311761,0.914697307,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.166666667,12,4537.08,0
webtorrent-desktop,51.41666667,6.611111111,18706.25201,0.573735937,0.916482029,0.880098297,0.820133017,0.942017707,0.982085806,0.909710352,0.97295313,0.844890671,0.888316093,0.920563982,0.943174784,0.91793258,0.911529871,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.14,50,3345.86,1
WinObjC,97.55555556,21.66666667,28629.04435,0.919031314,0.921384139,0.986812486,0.95837567,0.995979009,0.965268788,0.997297341,0.926769553,0.974789489,0.999914358,0.985534366,0.959604307,0.97861642,0.97086216,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.391304348,69,2634.1,1
workbox,23.30555556,6.583333333,30298.47252,0.899771486,0.968955084,0.601897025,0.632728767,0.635364296,0.701171688,0.70160878,0.702488923,0.867069145,0.915772788,0.869772877,0.931421995,0.968766605,0.791418164,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.1,40,3279.55,1
Workerman,22.02777778,0.305555556,6549.62037,0.236111111,0.921479526,0.963938134,0.863483148,0.974582228,0.890079279,0.973096843,0.945108275,0.977395991,0.862898046,0.943588616,0.969415322,0.85163117,0.928058048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.066666667,15,3356.2,1
xo,8.5,1.694444444,22377.64352,0.607407407,0.980943773,0.906643972,0.991981631,0.957474287,0.932771815,0.788092502,0.954450289,0.986152416,0.981048299,0.941388947,0.960074115,0.970719957,0.9459785,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.071428571,42,3274.57,1
Xvim,34.05555556,4.388888889,23756.27259,0.527287342,0.435706377,0.282587562,0.393448974,0.38896848,0.260737796,0.32860432,0.328513838,0.462339868,0.797088772,0.737266638,0.447756658,0.693945788,0.463080423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04,50,4138.98,0
yapf,23.66666667,2.25,15624.88973,0.491203704,0.670545082,0.784812523,0.862171236,0.951805131,0.849279002,0.993750734,0.949216838,0.968411758,0.988753239,0.810535831,0.904843934,0.996864085,0.894249116,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.045454545,66,3599.27,1
yara,4.333333333,0,0,0,0.896088261,0.723279224,0.686882917,0.768572016,0.747235795,0.814689458,0.836119366,0.838729125,0.822562665,0.832553543,0.909684648,0.862631617,0.81158572,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.034482759,29,3698.9,0
yew,45.33333333,7.527777778,30071.5043,0.746726325,0.859277678,0.96863106,0.968935144,0.983989962,0.989207799,0.899194612,0.959257562,0.90976553,0.969709495,0.991777942,0.995113094,0.928287093,0.951928914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.060606061,198,3114.27,1
yup,9.388888889,0.777777778,7516.648148,0.420833333,0.689790909,0.758074381,0.798641649,0.837268634,0.809633947,0.727878952,0.804429117,0.892593217,0.860985695,0.899176519,0.872341994,0.827603504,0.81486821,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.05,20,3902.75,0
zaproxy,41.13888889,0,0,0,0.968831298,0.877882674,0.791682328,0.897119225,0.884947753,0.809409958,0.842281268,0.893156097,0.893539314,0.89415301,0.890957226,0.881360234,0.877110032,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.032967033,91,3156.55,0
zendframework,383.1944444,11.11111111,22188.59645,0.761801069,0.907662164,0.929172307,0.865172931,0.886490168,0.962448895,0.463963853,0.963942223,0.88000298,0.901370714,0.964078257,0.939639958,0.916734376,0.881723236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005714286,175,4023.33,1
ZeroTierOne,80.36111111,2.277777778,31253.3832,0.794609788,0.750604829,0.606681457,0.77891149,0.796479056,0.668494798,0.731962126,0.699275397,0.975793134,0.832212244,0.909905509,0.809049657,0.788728342,0.77900817,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.071428571,14,4003.79,1
zipkin,0.361111111,1.833333333,25525.87315,0.523400673,0.897903564,0.790105037,0.847479317,0.880279188,0.834534179,0.831688646,0.764087861,0.891785528,0.918077869,0.937029462,0.882684136,0.883977592,0.863302698,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.5,2,4957,0
